Date,Price_GRAE,Vol_GRAE,MACD_GRAE,RSI_GRAE,CCI_GRAE,ADX_GRAE,Price_SQPH,Vol_SQPH,MACD_SQPH,RSI_SQPH,CCI_SQPH,ADX_SQPH,Price_ACIF,Vol_ACIF,MACD_ACIF,RSI_ACIF,CCI_ACIF,ADX_ACIF
2014-07-09,297.6,304800.0,3.886697187751679,55.911897214513985,-20.14537902388314,17.61,158.32,289600.0,0.5383118206372615,50.13241614789655,-15.95948192052974,11.94,80.19,9870.0,0.14143052482981489,47.69203106706422,-64.61828424671818,48.98
2014-07-10,297.3,370200.0,3.664456235033299,55.548371786499615,-3.174101022882696,16.4,159.06,319660.0,0.5142675192709873,52.651711818127666,9.69575392845458,11.29,79.62,5560.0,0.031971719642939433,45.400729194916195,-91.96310935441373,48.43
2014-07-13,294.1,311800.0,3.193304990196566,51.68796222199086,-60.65688329839282,15.28,158.2,289250.0,0.42096480430566885,49.52060305698435,-20.879940343029244,10.61,79.62,8820.0,-0.054150953590578865,45.400729194916195,-127.6724915907784,47.93
2014-07-14,295.7,478800.0,2.915413787088596,53.43063966465983,-34.76190476190489,14.54,157.4,744600.0,0.2792494030729529,46.73630181471128,-126.6467638841056,9.98,79.71,4310.0,-0.11382939041351392,45.87689283920612,-97.97799583705059,47.1
2014-07-15,291.7,267600.0,2.3453803511825413,48.701038019407775,-111.11111111111077,13.85,154.61,1120000.0,-0.05752761388228578,38.58777756405143,-327.14955849889526,9.39,80.0,1780.0,-0.13615489629572153,47.46669927772213,-61.511562323745544,46.58
2014-07-16,290.7,869000.0,1.7922728973964581,47.56741556949389,-150.49683830171486,13.21,155.46,737610.0,-0.2529223979482538,41.910699732181214,-195.91074292907706,10.18,81.52,8610.0,-0.030841205504898994,54.938089274837225,28.969192701961152,46.62
2014-07-17,285.1,554800.0,0.8917781926080579,41.711926448301334,-236.27338678884897,12.62,156.78,474810.0,-0.29782802765294036,46.73105593252943,-103.2002876663058,11.52,81.14,940.0,0.02170759731417604,52.91205836667233,39.77249820014314,46.96
2014-07-20,279.3,306000.0,-0.2865783788656131,36.67619516273208,-249.86984250943672,12.07,144.22,1960000.0,-1.3315537714084371,25.25563538821102,-330.8673700509838,12.75,80.29,4830.0,-0.00517533605909648,48.59503474369512,-40.04848484848319,47.28
2014-07-21,289.4,304800.0,-0.4008283607453791,48.36619473988862,-122.35112142304736,12.57,145.07,928210.0,-2.0584721886366992,27.677897281321563,-203.88606160873297,15.67,81.62,21520.0,0.0799183809397448,54.808123302667866,33.04398148148181,47.93
2014-07-22,293.5,1370000.0,-0.15870708317834215,52.22206190015863,20.28794992175352,13.33,144.73,624020.0,-2.631659299700061,27.296831842585746,-148.16259494970214,18.64,80.19,2730.0,0.03160242268025115,48.07942822291674,-6.59191301393117,47.36
2014-07-23,297.7,818200.0,0.36784043723093873,55.85856912752599,87.38755278134731,13.11,143.07,814800.0,-3.1831687536704862,25.45419524065126,-122.87459684143325,21.39,79.62,7240.0,-0.0520821876105515,45.67249440244679,-43.5231251151667,46.94
2014-07-24,307.5,1950000.0,1.557952136272604,62.94551754924457,178.7359966180507,12.94,145.76,743250.0,-3.364400733235101,33.310426590664335,-86.72074349138845,23.03,80.48,3670.0,-0.04844953541548591,49.75916804213279,11.471135940410335,45.99
2014-08-03,313.1,895000.0,2.91934503852724,66.2773363228692,199.98283114430444,12.27,144.5,527950.0,-3.568563671831498,31.628994283401298,-73.66760367420527,24.96,84.1,63310.0,0.2437236198417878,62.53459505107386,312.6378762385509,47.01
2014-08-04,310.8,1500000.0,3.769218736435846,63.74225141070025,164.21159200202464,12.23,151.81,1500000.0,-3.104719094699533,48.02176133316068,-15.959850754112194,23.69,83.33,44730.0,0.4084322329938601,59.09253785489573,225.38413098236782,46.3
2014-08-06,307.9,1910000.0,4.160781106746697,60.59508498967148,110.01259049417692,12.07,153.01,740940.0,-2.309416608234386,50.362920670864206,30.992947637770712,23.25,84.67,44310.0,0.7138572703624959,62.74377823872837,127.01838529176678,44.18
2014-08-07,323.9,1260000.0,5.696497709050163,69.53287986232002,161.86682403855644,12.64,154.09,1290000.0,-1.8431639294879858,52.288441274996345,55.623166540943686,23.61,87.33,193830.0,1.0772517453349906,69.09389611503768,163.68933950191797,43.67
2014-08-10,333.9,1220000.0,7.632497922147763,73.56814706783113,175.5791580081582,12.49,159.69,2690000.0,-1.0101378828406666,60.78339310311121,116.8083758460868,22.03,86.57,108460.0,1.2890593625318445,65.65087161929016,157.91553635419774,41.85
2014-08-11,340.0,1320000.0,9.548936859222579,75.68382999873369,158.6050724637682,11.9,162.77,3230000.0,-0.10027259976553182,64.5246020492871,145.81340072810406,21.66,83.9,55440.0,1.2273239131842786,55.23698696136588,63.49121991186724,40.16
2014-08-12,330.9,1040000.0,10.215674637737266,67.06030655973876,121.24889787874089,11.09,159.23,2089999.9999999998,0.33133436104569114,57.710143805464085,114.70394229014933,21.08,83.9,40950.0,1.1649690863372228,55.23698696136588,60.70915551523421,38.75
2014-08-13,339.2,777600.0,11.283737858650625,70.37581021707719,113.05457400863781,10.68,157.75,1300000.0,0.5476493946037806,55.09059439346499,82.25407810182915,20.54,83.24,13960.0,1.0501900158862583,52.83433665060233,-33.120575606359616,37.44
2014-08-14,344.2,1160000.0,12.39081032109101,72.1916666719782,117.89878685563964,11.07,156.78,1720000.0,0.6335070488774477,53.38037906718822,66.93780715133028,20.05,83.81,12070.0,0.9937655018191265,54.668249442468344,10.763850812101696,35.2
2014-08-18,335.8,735000.0,12.446883500255467,64.98488518957637,82.49940603468774,11.43,155.75,797120.0,0.6113897461131899,51.55036163780295,43.68991552665036,19.63,81.62,70670.0,0.7635324437685966,47.092006825615314,26.395918614265327,33.98
2014-08-19,338.2,1000000.0,12.54042364347265,66.02837274686709,69.94770839741612,11.76,158.66,1530000.0,0.8192307226242406,56.12666368713198,59.39214455332079,18.43,83.62,24360.0,0.7339933533441751,53.43827386810707,-29.950862228815243,32.85
2014-08-20,333.6,932200.0,12.103847702762778,62.20216543358993,50.8036134222096,12.07,158.72,1490000.0,0.9775194566699668,56.21848803275017,58.420741465602454,17.76,83.81,87670.0,0.7176422898681238,54.0027392492573,29.33088207131646,30.92
2014-08-21,330.3,824400.0,11.360617575964284,59.53675640156076,24.284779176773974,12.36,157.4,1720000.0,0.9850958784246018,53.56250425116919,36.9699090702573,17.13,83.33,21310.0,0.6583627695963798,52.27847636009883,-27.70314428872308,29.13
2014-08-24,325.3,769400.0,10.249988643846223,55.64600820897495,-10.378385974774357,12.63,157.0,942170.0,0.9478968256293001,52.74923718692513,17.6955874561647,16.55,83.62,33080.0,0.6275498945162781,53.24968749652406,-17.868398893298842,27.51
2014-08-25,326.8,614000.0,9.38268690336804,56.56309981199711,-20.3155070448258,12.88,156.38,1840000.0,0.8584913361101201,51.44536522316434,-16.024175016588703,16.1,82.19,24460.0,0.4821831132482117,48.056066054114034,-67.08455899519089,26.01
2014-08-27,325.5,556600.0,7.199482382814608,54.77581123469471,-109.89994734070535,13.14,159.87,2060000.0,1.0570654815169291,57.772822710550926,94.50574165211432,15.97,80.95,31390.0,0.17236773340010814,43.82355049186957,-156.4384333615102,23.31
2014-08-28,321.1,420400.0,6.259600077520645,51.69026970697459,-119.0304967372485,13.96,157.38,1170000.0,1.0019647067613562,52.51461944737594,10.29306647605473,15.84,81.05,30970.0,0.022934128319278102,44.25011699884886,-142.3334701135273,22.11
2014-08-31,323.7,467200.0,5.659297985594947,53.36208041200314,-90.46891965255169,14.68,153.9,560630.0,0.6697693452661326,46.187541185814126,-164.8347250268323,15.72,80.57,11130.0,-0.13269543837731135,42.57882601961185,-138.77559479399747,21.08
2014-09-01,337.4,1050000.0,6.217359902341457,61.017280173804544,27.298458957961902,14.09,151.34,656900.0,0.19765310084375187,42.1631394362487,-220.1272524163393,15.61,80.86,6720.0,-0.22998133321506486,43.9560600607534,-115.67113639441922,20.07
2014-09-02,338.9,669200.0,6.703392915150346,61.75743027227009,49.49130404894494,13.21,156.26,530170.0,0.21798763184224867,50.99973081455113,-102.57284034758894,16.16,80.86,22050.0,-0.30358160600003714,43.9560600607534,-101.49267551901035,19.39
2014-09-03,337.9,684200.0,6.92802398883083,60.92690999225962,80.75292692773456,12.92,156.0,650510.0,0.21069431417052442,50.56010723636369,-10.984418369922702,15.23,80.1,24040.0,-0.418412798569463,40.96943556324076,-96.26429521836438,18.56
2014-09-04,338.1,538800.0,7.04101957090154,61.03975889479541,79.82915109450144,12.62,155.8,450190.0,0.18662468563371704,50.20162126348298,-9.89439853076182,14.15,81.14,11970.0,-0.4206490571515502,46.34221526978882,-62.5036137612027,17.96
2014-09-07,333.4,422800.0,6.674380558895393,56.88210987188815,43.84891953000476,12.34,154.36,436850.0,0.05076814264185714,47.58551069697768,-69.92085892965719,13.14,89.24,614570.0,0.22854645600665435,69.57159608545712,197.82402555272682,20.09
2014-09-08,333.2,304600.0,6.2951120388461845,56.70510956061981,35.74873590042829,12.08,153.9,469170.0,-0.09294587984626901,46.747448432313675,-84.59223724378687,12.2,98.1,291170.0,1.4413515280707117,79.84823929580963,341.87883826760367,20.26
2014-09-09,338.9,489200.0,6.380926024119901,60.479527636480626,78.10723144438136,12.46,153.83,477740.0,-0.2100671694897187,46.61291423277677,-91.42095145263042,11.42,107.9,1630000.0,3.156895655436344,85.62948545867704,270.30797619126804,19.42
2014-09-10,338.0,547200.0,6.303647225982559,59.596074834710045,73.97088353413692,12.54,152.59,1030000.0,-0.3983523147147707,44.18698839942574,-106.16944176872788,10.69,118.67,686800.0,5.324152214991329,89.27200154056135,233.55123395099136,20.15
