"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 22, 2019","127.14","135.24","135.24","123.81","5.74K","-6.25%"
"Jul 21, 2019","135.62","135.33","137.62","135.33","2.56K","-0.70%"
"Jul 18, 2019","136.57","136.38","136.67","136.29","4.69K","-0.07%"
"Jul 17, 2019","136.67","139.62","139.62","136.67","5.27K","0.07%"
"Jul 16, 2019","136.57","136.38","137.14","136.19","0.69K","0.14%"
"Jul 15, 2019","136.38","138.10","139.62","136.19","6.32K","-0.76%"
"Jul 14, 2019","137.43","136.67","140.95","136.67","2.15K","0.35%"
"Jul 11, 2019","136.95","139.71","142.86","136.67","3.51K","0.28%"
"Jul 10, 2019","136.57","136.57","138.86","136.29","2.58K","-0.42%"
"Jul 09, 2019","137.14","137.43","140.38","137.05","5.90K","-0.70%"
"Jul 08, 2019","138.10","137.81","140.95","137.62","2.54K","-0.27%"
"Jul 07, 2019","138.48","139.62","139.62","138.10","9.01K","-0.82%"
"Jul 04, 2019","139.62","138.76","142.29","138.76","3.64K","0.27%"
"Jul 03, 2019","139.24","141.90","142.38","139.05","32.29K","-2.07%"
"Jul 02, 2019","142.19","142.00","144.95","141.90","1.30K","-2.03%"
"Jun 30, 2019","145.14","141.14","145.52","141.14","4.31K","2.42%"
"Jun 27, 2019","141.71","141.81","143.33","140.95","11.58K","-0.07%"
"Jun 26, 2019","141.81","141.33","142.86","141.24","4.55K","0.40%"
"Jun 25, 2019","141.24","141.81","141.90","139.90","2.21K","0.41%"
"Jun 24, 2019","140.67","139.33","142.86","139.33","3.22K","0.27%"
"Jun 23, 2019","140.29","142.00","142.00","139.24","7.93K","-1.86%"
"Jun 20, 2019","142.95","142.00","145.24","141.90","3.54K","-0.93%"
"Jun 19, 2019","144.29","146.67","146.67","143.52","4.21K","-1.24%"
"Jun 18, 2019","146.10","145.81","147.43","144.95","8.64K","-0.77%"
"Jun 17, 2019","147.24","142.86","147.62","142.67","31.19K","3.28%"
"Jun 16, 2019","142.57","139.71","143.81","139.05","16.57K","2.11%"
"Jun 13, 2019","139.62","139.52","140.00","138.29","4.24K","0.07%"
"Jun 12, 2019","139.52","139.81","141.24","138.67","6.79K","-0.82%"
"Jun 11, 2019","140.67","139.05","140.95","139.05","8.26K","2.64%"
"Jun 10, 2019","137.05","137.05","138.10","136.29","7.18K","0.85%"
"Jun 09, 2019","135.90","134.95","137.05","134.95","0.98K","0.70%"
"May 30, 2019","134.95","137.14","137.14","134.57","11.76K","-0.77%"
"May 29, 2019","136.00","134.57","136.48","134.57","2.30K","1.27%"
"May 28, 2019","134.29","138.00","138.00","133.81","10.51K","-1.26%"
"May 27, 2019","136.00","136.19","136.19","135.71","6.55K","0.14%"
"May 26, 2019","135.81","137.24","137.24","135.71","1.28K","-0.97%"
"May 23, 2019","137.14","137.52","138.57","137.14","4.20K","-0.55%"
"May 22, 2019","137.90","138.10","138.19","137.81","2.92K","0.07%"
"May 21, 2019","137.81","139.52","139.52","137.33","4.45K","-1.30%"
"May 20, 2019","139.62","141.81","141.81","139.52","4.42K","-0.06%"
"May 19, 2019","139.71","138.57","141.14","138.57","2.23K","0.06%"
"May 16, 2019","139.62","140.00","140.86","138.57","6.36K","-0.41%"
"May 15, 2019","140.19","139.81","140.38","139.62","8.84K","-0.54%"
"May 14, 2019","140.95","139.52","140.95","139.52","11.72K","0.54%"
"May 13, 2019","140.19","140.95","144.76","140.00","16.29K","0.14%"
"May 12, 2019","140.00","139.90","140.95","139.71","3.06K","-1.54%"
"May 09, 2019","142.19","140.10","142.86","140.00","10.32K","0.06%"
"May 08, 2019","142.10","142.00","142.48","140.00","4.75K","-0.27%"
"May 07, 2019","142.48","138.57","142.86","138.57","17.78K","0.00%"
"May 06, 2019","142.48","142.38","144.29","142.38","6.19K","-1.25%"
"May 05, 2019","144.29","142.86","144.76","140.48","15.45K","2.37%"
"May 02, 2019","140.95","138.76","141.81","138.57","5.09K","2.14%"
"Apr 30, 2019","138.00","138.95","139.24","137.33","7.41K","0.41%"
"Apr 29, 2019","137.43","139.71","140.38","137.33","9.76K","-1.91%"
"Apr 28, 2019","140.10","140.00","143.43","139.05","17.25K","0.97%"
"Apr 25, 2019","138.76","137.24","139.81","137.24","5.21K","1.46%"
"Apr 24, 2019","136.76","136.29","138.86","136.10","5.90K","0.34%"
"Apr 23, 2019","136.29","138.29","138.48","136.19","4.16K","-1.58%"
"Apr 21, 2019","138.48","138.10","139.90","138.10","9.31K","0.42%"
"Apr 18, 2019","137.90","138.86","139.71","137.33","15.18K","-0.07%"
"Apr 17, 2019","138.00","140.48","140.48","135.71","12.57K","-2.16%"
"Apr 16, 2019","141.05","141.43","141.62","140.48","5.40K","-0.87%"
"Apr 15, 2019","142.29","141.81","143.52","141.24","4.20K","1.50%"
"Apr 11, 2019","140.19","139.90","141.81","139.05","18.03K","0.41%"
"Apr 10, 2019","139.62","143.43","143.43","139.33","27.34K","-3.24%"
"Apr 09, 2019","144.29","146.67","146.67","143.90","12.06K","-1.94%"
"Apr 08, 2019","147.14","144.67","149.43","144.10","41.96K","2.45%"
"Apr 07, 2019","143.62","141.05","144.76","141.05","9.10K","1.07%"
"Apr 04, 2019","142.10","140.95","143.62","140.95","6.49K","-0.20%"
"Apr 03, 2019","142.38","143.33","143.71","142.29","11.85K","-0.60%"
"Apr 02, 2019","143.24","143.62","145.24","142.86","3.09K","0.13%"
"Apr 01, 2019","143.05","141.71","143.71","141.71","8.11K","1.01%"
"Mar 31, 2019","141.62","141.52","142.86","141.52","2.84K","-0.47%"
"Mar 28, 2019","142.29","145.43","145.43","141.52","12.48K","-0.59%"
"Mar 27, 2019","143.14","143.81","145.52","142.95","1.35K","-0.26%"
"Mar 25, 2019","143.52","144.95","144.95","143.14","1.95K","0.40%"
"Mar 24, 2019","142.95","142.95","144.19","142.86","91.38K","-1.58%"
"Mar 21, 2019","145.24","145.62","145.71","143.90","4.78K","0.13%"
"Mar 20, 2019","145.05","144.29","146.29","144.29","1.36K","1.26%"
"Mar 19, 2019","143.24","145.33","145.33","142.19","18.18K","-1.25%"
"Mar 18, 2019","145.05","145.05","145.71","144.95","7.42K","-0.65%"
"Mar 14, 2019","146.00","145.71","146.95","145.14","9.05K","-0.33%"
"Mar 13, 2019","146.48","147.05","147.62","146.19","28.65K","-0.39%"
"Mar 12, 2019","147.05","146.67","149.90","146.48","7.21K","-0.32%"
"Mar 11, 2019","147.52","147.71","149.33","147.33","13.27K","-0.52%"
"Mar 10, 2019","148.29","148.67","148.67","148.19","11.03K","-0.26%"
"Mar 07, 2019","148.67","151.43","151.43","147.71","2.54K","0.71%"
"Mar 06, 2019","147.62","147.71","148.29","147.24","6.68K","-0.71%"
"Mar 05, 2019","148.67","150.38","151.33","148.57","5.58K","0.00%"
"Mar 04, 2019","148.67","147.90","149.52","147.62","4.92K","0.52%"
"Mar 03, 2019","147.90","147.81","148.57","147.62","4.76K","0.26%"
"Feb 27, 2019","147.52","149.52","149.52","147.24","6.67K","-1.34%"
"Feb 26, 2019","149.52","149.52","150.19","149.43","9.90K","1.23%"
"Feb 25, 2019","147.71","147.43","150.38","147.43","6.92K","0.32%"
"Feb 24, 2019","147.24","149.52","149.52","146.67","10.60K","-1.34%"
"Feb 20, 2019","149.24","149.05","150.48","148.76","5.66K","-0.25%"
"Feb 19, 2019","149.62","148.95","150.38","148.86","5.16K","0.38%"
"Feb 18, 2019","149.05","149.05","150.38","148.95","2.67K","-0.25%"
"Feb 17, 2019","149.43","151.24","151.24","149.14","6.87K","-0.13%"
"Feb 14, 2019","149.62","151.43","151.43","149.43","12.67K","-1.38%"
"Feb 13, 2019","151.71","152.48","153.90","151.33","15.02K","-1.49%"
"Feb 12, 2019","154.00","156.67","158.10","153.33","30.46K","-0.98%"
"Feb 11, 2019","155.52","154.29","156.19","152.86","35.63K","0.92%"
"Feb 10, 2019","154.10","150.38","155.43","150.38","48.40K","2.66%"
"Feb 07, 2019","150.10","145.71","159.05","145.52","27.46K","3.69%"
"Feb 06, 2019","144.76","144.29","148.57","144.29","31.30K","-0.78%"
"Feb 05, 2019","145.90","145.81","146.19","144.57","4.86K","0.06%"
"Feb 04, 2019","145.81","146.19","147.43","145.62","10.03K","0.66%"
"Feb 03, 2019","144.86","145.52","146.00","143.52","18.18K","0.80%"
"Jan 31, 2019","143.71","142.86","146.29","142.86","26.25K","0.06%"
"Jan 30, 2019","143.62","147.52","147.52","142.86","35.52K","-1.89%"
"Jan 29, 2019","146.38","151.52","152.38","144.86","41.78K","-3.39%"
"Jan 28, 2019","151.52","151.71","153.33","151.24","18.30K","-0.13%"
"Jan 27, 2019","151.71","153.33","153.33","149.52","22.60K","-1.42%"
"Jan 24, 2019","153.90","153.33","154.67","153.33","14.71K","-0.43%"
"Jan 23, 2019","154.57","155.71","157.43","154.29","21.80K","-1.16%"
"Jan 22, 2019","156.38","159.33","160.00","156.38","12.98K","-1.85%"
"Jan 21, 2019","159.33","156.57","162.10","156.57","57.15K","1.27%"
"Jan 20, 2019","157.33","156.95","158.48","155.71","34.35K","0.49%"
"Jan 17, 2019","156.57","155.24","158.10","154.48","30.05K","0.43%"
"Jan 16, 2019","155.90","156.67","159.05","155.71","41.49K","-0.43%"
"Jan 15, 2019","156.57","157.14","157.14","155.81","27.32K","0.49%"
"Jan 14, 2019","155.81","155.71","156.95","154.95","28.82K","-0.24%"
"Jan 13, 2019","156.19","155.62","158.10","155.24","9.51K","0.37%"
"Jan 10, 2019","155.62","158.10","158.67","154.57","41.18K","-1.21%"
"Jan 09, 2019","157.52","153.43","158.10","152.86","72.25K","2.67%"
"Jan 08, 2019","153.43","154.67","156.67","153.24","33.78K","0.37%"
"Jan 07, 2019","152.86","152.38","155.24","151.14","20.80K","0.07%"
"Jan 06, 2019","152.76","150.00","154.29","150.00","47.11K","1.71%"
"Jan 03, 2019","150.19","148.10","152.29","146.29","22.18K","2.07%"
"Jan 02, 2019","147.14","148.29","148.38","146.67","17.67K","0.13%"
"Jan 01, 2019","146.95","146.67","147.52","145.71","13.04K","0.32%"
"Dec 27, 2018","146.48","147.52","147.52","145.14","5.35K","-0.13%"
"Dec 26, 2018","146.67","145.90","147.43","145.24","5.58K","-0.90%"
"Dec 24, 2018","148.00","149.52","149.52","146.00","10.80K","1.44%"
"Dec 23, 2018","145.90","143.81","147.43","143.62","6.35K","2.06%"
"Dec 20, 2018","142.95","146.10","146.10","142.86","6.86K","-1.32%"
"Dec 19, 2018","144.86","145.71","145.71","144.29","2.03K","1.07%"
"Dec 18, 2018","143.33","144.19","144.67","142.86","15.23K","0.27%"
"Dec 17, 2018","142.95","143.81","143.81","142.38","5.14K","-0.13%"
"Dec 13, 2018","143.14","145.62","147.14","142.86","23.09K","-1.70%"
"Dec 12, 2018","145.62","147.33","147.43","144.76","8.45K","0.00%"
"Dec 11, 2018","145.62","145.14","149.43","144.86","36.11K","0.33%"
"Dec 10, 2018","145.14","142.86","146.95","142.19","22.63K","1.67%"
"Dec 09, 2018","142.76","143.81","144.10","142.38","7.95K","-0.27%"
"Dec 06, 2018","143.14","143.52","143.62","142.48","4.64K","-0.26%"
"Dec 05, 2018","143.52","142.86","144.67","142.00","11.70K","0.60%"
"Dec 04, 2018","142.67","142.86","143.81","142.38","22.14K","0.27%"
"Dec 03, 2018","142.29","142.38","142.86","141.71","7.46K","0.07%"
"Dec 02, 2018","142.19","142.86","143.90","141.90","17.29K","-1.00%"
"Nov 29, 2018","143.62","143.62","144.38","142.86","23.70K","0.47%"
"Nov 28, 2018","142.95","144.10","145.71","142.86","6.44K","-0.73%"
"Nov 27, 2018","144.00","144.76","146.48","143.90","14.17K","0.00%"
"Nov 26, 2018","144.00","145.71","145.71","143.90","24.73K","-0.79%"
"Nov 25, 2018","145.14","144.29","146.86","144.29","13.64K","-0.39%"
"Nov 22, 2018","145.71","147.14","149.52","144.95","14.10K","-0.78%"
"Nov 20, 2018","146.86","143.43","148.48","143.43","21.64K","0.66%"
"Nov 19, 2018","145.90","141.62","156.10","141.05","21.62K","2.75%"
"Nov 18, 2018","142.00","140.29","143.81","140.00","11.36K","-1.59%"
"Nov 14, 2018","144.29","142.95","145.62","142.95","24.24K","-0.32%"
"Nov 13, 2018","144.76","147.62","147.62","144.19","21.33K","0.33%"
"Nov 12, 2018","144.29","151.43","151.43","144.00","24.84K","-1.56%"
"Nov 11, 2018","146.57","147.62","152.38","145.81","16.94K","-0.39%"
"Nov 08, 2018","147.14","142.67","148.10","142.67","19.29K","2.25%"
"Nov 07, 2018","143.90","142.86","147.24","142.00","14.49K","1.41%"
"Nov 06, 2018","141.90","141.81","142.19","140.95","14.64K","0.20%"
"Nov 05, 2018","141.62","142.10","142.76","141.62","20.54K","0.21%"
"Nov 04, 2018","141.33","141.05","143.05","140.48","11.07K","0.47%"
"Nov 01, 2018","140.67","140.00","142.76","139.43","7.20K","0.00%"
"Oct 31, 2018","140.67","141.14","143.05","140.48","4.46K","-2.12%"
"Oct 30, 2018","143.71","142.29","146.86","142.29","9.08K","0.33%"
"Oct 29, 2018","143.24","139.71","146.48","139.71","6.16K","2.53%"
"Oct 28, 2018","139.71","143.81","143.81","139.14","21.89K","-3.05%"
"Oct 25, 2018","144.10","145.33","145.81","144.00","10.90K","-0.72%"
"Oct 24, 2018","145.14","145.90","146.86","144.76","11.99K","0.06%"
"Oct 23, 2018","145.05","147.43","147.43","143.90","8.54K","-0.98%"
"Oct 22, 2018","146.48","148.19","149.52","145.52","16.98K","-1.09%"
"Oct 21, 2018","148.10","150.48","150.48","147.90","10.43K","-1.64%"
"Oct 18, 2018","150.57","151.43","152.10","149.14","13.05K","1.15%"
"Oct 17, 2018","148.86","150.95","150.95","148.10","23.40K","-0.83%"
"Oct 16, 2018","150.10","150.29","153.14","149.62","17.17K","0.00%"
"Oct 15, 2018","150.10","151.71","151.71","149.71","19.33K","-1.06%"
"Oct 14, 2018","151.71","154.00","154.00","150.95","32.40K","-1.49%"
"Oct 11, 2018","154.00","156.10","156.10","152.95","49.67K","-0.49%"
"Oct 10, 2018","154.76","164.57","164.57","154.48","24.82K","-4.19%"
"Oct 09, 2018","161.52","150.29","165.14","149.52","286.97K","7.54%"
"Oct 08, 2018","150.19","151.24","151.24","149.62","20.25K","-0.44%"
"Oct 07, 2018","150.86","150.19","151.43","149.81","27.89K","0.77%"
"Oct 04, 2018","149.71","150.48","152.00","149.43","32.17K","-0.39%"
"Oct 03, 2018","150.29","150.48","151.24","149.33","22.95K","-0.06%"
"Oct 02, 2018","150.38","149.43","152.29","148.76","23.93K","1.28%"
"Oct 01, 2018","148.48","148.67","149.52","147.62","16.90K","0.07%"
"Sep 30, 2018","148.38","149.81","150.38","147.62","31.38K","-0.89%"
"Sep 27, 2018","149.71","150.57","151.33","149.62","30.03K","-0.57%"
"Sep 26, 2018","150.57","149.24","151.33","149.24","12.94K","0.89%"
"Sep 25, 2018","149.24","148.67","150.95","148.38","36.46K","0.26%"
"Sep 24, 2018","148.86","149.52","152.38","148.67","33.03K","-0.44%"
"Sep 23, 2018","149.52","151.43","151.43","148.67","66.31K","-1.82%"
"Sep 20, 2018","152.29","152.57","154.29","151.90","55.92K","-0.18%"
"Sep 19, 2018","152.57","154.29","154.29","152.38","76.56K","-1.05%"
"Sep 18, 2018","154.19","153.14","155.24","153.14","40.50K","0.37%"
"Sep 17, 2018","153.62","154.00","155.24","152.38","73.86K","-0.25%"
"Sep 16, 2018","154.00","154.00","155.05","153.81","47.64K","-0.12%"
"Sep 13, 2018","154.19","154.29","155.24","153.52","74.97K","0.19%"
"Sep 12, 2018","153.90","153.43","154.38","152.38","29.65K","0.31%"
"Sep 11, 2018","153.43","153.81","154.29","152.86","54.94K","0.62%"
"Sep 10, 2018","152.48","153.24","155.62","152.19","114.12K","0.19%"
"Sep 09, 2018","152.19","155.05","155.05","151.90","84.55K","-0.44%"
"Sep 06, 2018","152.86","150.95","159.05","150.95","138.31K","1.27%"
"Sep 05, 2018","150.95","152.76","153.14","150.76","141.31K","-1.49%"
"Sep 04, 2018","153.24","154.29","154.29","152.29","19.31K","-0.12%"
"Sep 03, 2018","153.43","153.81","154.95","151.90","29.94K","0.50%"
"Aug 30, 2018","152.67","152.48","153.81","151.62","42.40K","0.44%"
"Aug 29, 2018","152.00","153.43","153.62","151.62","44.51K","-0.74%"
"Aug 28, 2018","153.14","155.43","155.43","152.38","145.02K","-1.71%"
"Aug 27, 2018","155.81","154.67","156.48","154.67","22.19K","0.74%"
"Aug 26, 2018","154.67","153.33","155.24","151.43","11.47K","0.56%"
"Aug 20, 2018","153.81","153.43","154.86","151.43","14.75K","0.31%"
"Aug 19, 2018","153.33","152.48","154.10","152.38","19.29K","0.31%"
"Aug 16, 2018","152.86","151.62","154.29","151.43","10.32K","1.07%"
"Aug 14, 2018","151.24","151.62","152.29","150.48","26.11K","-0.25%"
"Aug 13, 2018","151.62","152.48","153.33","151.43","51.50K","-0.62%"
"Aug 12, 2018","152.57","152.38","154.00","152.38","22.93K","-0.81%"
"Aug 09, 2018","153.81","153.81","154.67","153.43","24.42K","0.00%"
"Aug 08, 2018","153.81","155.71","155.71","153.33","18.91K","0.25%"
"Aug 07, 2018","153.43","153.52","154.76","152.95","132.14K","-0.18%"
"Aug 06, 2018","153.71","154.67","156.19","152.76","66.11K","-0.43%"
"Aug 05, 2018","154.38","151.52","156.86","151.52","46.62K","0.44%"
"Aug 02, 2018","153.71","155.71","155.71","153.14","39.90K","0.18%"
"Aug 01, 2018","153.43","156.10","156.10","152.38","49.38K","0.19%"
"Jul 31, 2018","153.14","156.19","156.76","152.38","66.51K","0.18%"
"Jul 30, 2018","152.86","160.67","160.67","151.43","105.12K","-2.84%"
"Jul 29, 2018","157.33","163.52","163.52","156.86","91.01K","-1.49%"
"Jul 26, 2018","159.71","166.38","166.38","159.14","25.87K","-1.47%"
"Jul 25, 2018","162.10","164.57","164.67","160.29","39.70K","1.55%"
"Jul 24, 2018","159.62","159.90","163.62","157.81","57.82K","-0.83%"
"Jul 23, 2018","160.95","171.14","171.14","160.29","87.56K","-4.36%"
"Jul 22, 2018","168.29","173.33","176.10","166.86","119.22K","-1.12%"
"Jul 19, 2018","170.19","169.52","178.38","167.14","238.57K","0.67%"
"Jul 18, 2018","169.05","158.76","170.48","155.71","207.93K","9.03%"
"Jul 17, 2018","155.05","159.14","159.14","154.48","79.22K","-2.57%"
"Jul 16, 2018","159.14","165.71","166.67","158.29","58.80K","-1.65%"
"Jul 15, 2018","161.81","157.14","170.48","155.24","175.77K","4.36%"
"Jul 12, 2018","155.05","152.67","157.14","150.00","142.03K","1.37%"
"Jul 11, 2018","152.95","151.43","155.24","149.52","101.14K","1.51%"
"Jul 10, 2018","150.67","151.05","152.57","149.52","119.65K","0.00%"
"Jul 09, 2018","150.67","152.57","154.19","150.10","50.50K","-1.19%"
"Jul 08, 2018","152.48","156.19","158.00","151.43","56.30K","-1.54%"
"Jul 05, 2018","154.86","152.38","156.19","149.52","87.81K","2.27%"
"Jul 04, 2018","151.43","153.52","157.14","150.00","50.28K","-0.99%"
"Jul 03, 2018","152.95","159.52","159.52","150.67","93.95K","-1.89%"
"Jul 02, 2018","155.90","157.71","159.90","154.29","48.57K","0.00%"
"Jun 28, 2018","155.90","159.71","160.00","154.86","48.18K","-1.75%"
"Jun 27, 2018","158.67","160.95","162.48","158.10","34.29K","-0.41%"
"Jun 26, 2018","159.33","159.90","165.62","156.29","39.12K","-0.06%"
"Jun 25, 2018","159.43","165.24","165.24","158.10","24.56K","-3.79%"
"Jun 24, 2018","165.71","163.05","169.52","162.76","50.12K","2.05%"
"Jun 21, 2018","162.38","158.38","165.52","158.38","76.25K","3.84%"
"Jun 20, 2018","156.38","155.81","157.90","154.67","13.43K","0.12%"
"Jun 19, 2018","156.19","155.90","158.76","155.62","11.64K","0.55%"
"Jun 18, 2018","155.33","159.24","159.90","154.48","48.15K","-2.39%"
"Jun 12, 2018","159.14","162.00","163.71","157.24","28.72K","-1.53%"
"Jun 11, 2018","161.62","159.71","170.00","159.71","42.35K","1.98%"
"Jun 10, 2018","158.48","158.00","160.38","156.76","43.36K","1.16%"
"Jun 07, 2018","156.67","154.29","158.00","153.43","27.79K","2.94%"
"Jun 06, 2018","152.19","156.00","156.10","150.57","68.38K","-0.19%"
"Jun 05, 2018","152.48","154.76","155.90","152.38","40.49K","-0.74%"
"Jun 04, 2018","153.62","155.33","157.05","152.57","11.69K","-1.10%"
"Jun 03, 2018","155.33","158.10","158.38","154.86","3.55K","-0.49%"
"May 31, 2018","156.10","154.95","158.95","154.95","5.87K","-1.85%"
"May 30, 2018","159.05","161.90","161.90","157.14","9.47K","2.39%"
"May 29, 2018","155.33","159.05","159.05","154.76","130.70K","-3.21%"
"May 28, 2018","160.48","157.90","176.19","157.71","19.00K","0.12%"
"May 27, 2018","160.29","159.52","161.33","158.19","13.13K","0.48%"
"May 24, 2018","159.52","156.38","160.95","154.29","47.65K","2.13%"
"May 23, 2018","156.19","157.14","161.81","155.62","35.78K","-0.36%"
"May 22, 2018","156.76","159.24","162.76","156.19","31.29K","-1.26%"
"May 21, 2018","158.76","163.81","165.62","158.10","23.42K","-2.86%"
"May 20, 2018","163.43","171.90","171.90","161.90","40.84K","-2.44%"
"May 17, 2018","167.52","171.90","172.38","166.67","70.18K","-0.79%"
"May 16, 2018","168.86","169.71","170.38","167.81","12.78K","-1.00%"
"May 15, 2018","170.57","171.43","172.86","169.43","32.79K","0.28%"
"May 14, 2018","170.10","173.24","173.33","168.57","16.85K","-1.60%"
"May 13, 2018","172.86","173.33","174.19","170.29","37.99K","1.51%"
"May 10, 2018","170.29","169.62","174.29","167.71","32.14K","0.39%"
"May 09, 2018","169.62","172.38","175.71","169.52","43.23K","-1.77%"
"May 08, 2018","172.67","175.24","177.14","172.57","31.45K","-0.49%"
"May 07, 2018","173.52","171.62","175.62","169.43","116.14K","1.28%"
"May 06, 2018","171.33","174.76","176.19","170.95","52.27K","-1.96%"
"May 03, 2018","174.76","171.52","180.00","171.43","46.30K","1.49%"
"Apr 30, 2018","172.19","171.43","178.10","169.52","92.39K","-7.66%"
"Apr 26, 2018","186.48","186.48","187.33","182.95","59.36K","0.05%"
"Apr 25, 2018","186.38","186.86","187.81","184.29","89.61K","0.10%"
"Apr 24, 2018","186.19","184.76","187.81","181.90","119.88K","1.98%"
"Apr 23, 2018","182.57","177.33","183.71","177.33","164.58K","3.12%"
"Apr 22, 2018","177.05","176.19","178.95","175.33","38.49K","1.25%"
"Apr 19, 2018","174.86","177.14","177.43","174.48","16.30K","-0.32%"
"Apr 18, 2018","175.43","174.38","175.81","172.48","55.89K","0.60%"
"Apr 17, 2018","174.38","176.19","176.29","173.90","17.75K","-0.38%"
"Apr 16, 2018","175.05","175.62","176.19","174.38","15.74K","-0.32%"
"Apr 15, 2018","175.62","179.05","181.90","174.86","38.06K","-0.11%"
"Apr 12, 2018","175.81","178.95","179.05","174.38","21.37K","0.60%"
"Apr 11, 2018","174.76","176.38","177.90","174.00","16.24K","0.16%"
"Apr 10, 2018","174.48","176.29","176.29","174.29","19.39K","-1.71%"
"Apr 09, 2018","177.52","179.71","180.95","177.14","18.71K","-0.38%"
"Apr 08, 2018","178.19","179.43","181.81","177.33","26.73K","0.16%"
"Apr 05, 2018","177.90","174.57","180.00","174.57","29.83K","1.85%"
"Apr 04, 2018","174.67","174.38","175.90","174.29","15.67K","-0.05%"
"Apr 03, 2018","174.76","175.24","176.10","174.48","26.33K","-0.27%"
"Apr 02, 2018","175.24","174.57","176.10","174.38","11.92K","-0.43%"
"Apr 01, 2018","176.00","173.81","176.48","173.81","13.00K","1.59%"
"Mar 29, 2018","173.24","173.33","179.71","172.38","11.08K","0.72%"
"Mar 28, 2018","172.00","173.81","173.81","171.90","10.49K","-0.44%"
"Mar 27, 2018","172.76","172.38","174.19","171.43","114.86K","-0.06%"
"Mar 25, 2018","172.86","174.00","176.10","172.76","27.26K","-0.60%"
"Mar 22, 2018","173.90","174.67","177.62","172.29","46.35K","-0.82%"
"Mar 21, 2018","175.33","175.90","176.95","174.95","10.88K","-0.44%"
"Mar 20, 2018","176.10","173.90","178.10","172.86","20.35K","-0.11%"
"Mar 19, 2018","176.29","180.00","180.00","176.19","18.86K","-1.28%"
"Mar 18, 2018","178.57","180.95","180.95","176.48","14.58K","-1.78%"
"Mar 15, 2018","181.81","181.14","182.57","181.14","3.73K","0.37%"
"Mar 14, 2018","181.14","177.33","183.14","176.76","35.21K","2.15%"
"Mar 13, 2018","177.33","177.90","185.14","176.57","27.25K","-1.85%"
"Mar 12, 2018","180.67","183.24","183.81","177.81","27.36K","-2.21%"
"Mar 11, 2018","184.76","187.62","187.62","184.19","16.13K","-0.21%"
"Mar 08, 2018","185.14","182.57","188.29","182.57","7.09K","0.21%"
"Mar 07, 2018","184.76","188.19","189.52","183.81","34.99K","-1.82%"
"Mar 06, 2018","188.19","186.48","189.52","186.10","91.30K","1.70%"
"Mar 05, 2018","185.05","183.81","185.62","183.14","42.22K","1.04%"
"Mar 04, 2018","183.14","186.19","186.67","182.86","37.22K","-1.89%"
"Mar 01, 2018","186.67","189.52","191.43","185.14","122.28K","-1.11%"
"Feb 28, 2018","188.76","182.00","190.48","182.00","303.84K","3.88%"
"Feb 27, 2018","181.71","176.19","182.76","175.24","78.06K","3.75%"
"Feb 26, 2018","175.14","173.24","176.19","173.24","29.16K","1.04%"
"Feb 25, 2018","173.33","175.71","176.67","172.86","13.42K","-0.28%"
"Feb 22, 2018","173.81","174.10","176.19","170.48","8.75K","-0.60%"
"Feb 20, 2018","174.86","175.14","179.05","173.62","4.62K","-0.11%"
"Feb 19, 2018","175.05","175.24","175.24","173.81","4.48K","0.82%"
"Feb 18, 2018","173.62","175.43","176.57","173.43","6.50K","-1.51%"
"Feb 15, 2018","176.29","175.81","177.14","174.29","15.82K","-0.22%"
"Feb 14, 2018","176.67","177.05","177.24","176.19","26.12K","0.76%"
"Feb 13, 2018","175.33","173.43","176.10","173.43","13.20K","0.60%"
"Feb 12, 2018","174.29","177.05","177.05","173.62","12.43K","-0.38%"
"Feb 11, 2018","174.95","177.14","178.00","174.29","9.44K","-0.11%"
"Feb 08, 2018","175.14","174.38","176.19","172.29","10.68K","0.55%"
"Feb 07, 2018","174.19","178.95","178.95","173.24","6.06K","-0.92%"
"Feb 06, 2018","175.81","171.71","177.62","171.14","89.91K","2.55%"
"Feb 05, 2018","171.43","171.43","172.76","168.57","13.99K","-0.72%"
"Feb 04, 2018","172.67","174.95","176.29","171.43","20.19K","-2.05%"
"Feb 01, 2018","176.29","174.76","178.76","174.29","59.22K","1.10%"
"Jan 31, 2018","174.38","176.19","176.19","172.38","11.05K","-1.03%"
"Jan 30, 2018","176.19","179.05","182.86","175.71","23.87K","-3.39%"
"Jan 29, 2018","182.38","185.71","185.71","180.10","37.90K","2.52%"
"Jan 28, 2018","177.90","181.14","181.43","176.67","26.25K","-3.26%"
"Jan 25, 2018","183.90","184.10","185.71","183.90","11.66K","-0.31%"
"Jan 24, 2018","184.48","187.62","188.48","184.38","13.91K","-0.61%"
"Jan 23, 2018","185.62","190.38","190.38","184.76","39.70K","-2.01%"
"Jan 22, 2018","189.43","190.48","191.24","187.43","160.47K","-0.25%"
"Jan 21, 2018","189.90","185.71","190.19","185.62","298.33K","3.21%"
"Jan 18, 2018","184.00","183.52","184.48","181.43","22.50K","-0.57%"
"Jan 17, 2018","185.05","184.29","185.71","183.62","73.05K","0.52%"
"Jan 16, 2018","184.10","182.76","186.67","180.95","34.16K","0.84%"
"Jan 15, 2018","182.57","182.10","184.29","180.95","33.61K","-1.14%"
"Jan 14, 2018","184.67","184.10","185.52","183.05","54.53K","-0.41%"
